E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_07_923.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_07_923.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_07_923.jpg, 0, 0, 0, 4.430584
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_029.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_029.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_029.jpg, 0, 0, 0, 4.38612
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_131.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_131.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_131.jpg, 0, 0, 0, 4.342102
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_236.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_236.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_236.jpg, 0, 0, 0, 4.289864
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_337.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_337.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_337.jpg, 0, 0, 0, 4.246812
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_442.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_442.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_442.jpg, 0, 0, 0, 4.204193
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_545.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_545.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_545.jpg, 0, 0, 0, 4.162
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_646.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_646.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_646.jpg, 0, 0, 0, 4.120232
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_750.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_750.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_750.jpg, 0, 0, 0, 4.078884
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_852.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_852.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_852.jpg, 0, 0, 0, 4.037949
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_08_955.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_08_955.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_08_955.jpg, 0, 0, 0, 3.989369
E:\MCA Final Project\Data\IMG\center_2023_05_15_14_47_09_058.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_14_47_09_058.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_14_47_09_058.jpg, 0, 0.3098772, 0, 4.160817
